order_id,customer_id,product_id,order_date,quantity,payment_method,order_status,sales_amount,discount_percent,final_amount,profit_amount,customer_name,age,gender,city,membership_type,join_date,product_name,category,brand,price,stock_quantity,feedback_id,raw_sentiment_label,review_text,rating,feedback_date,sentiment
ORD_3008,CUST_3655,PROD_6089,2024-07-20,5,Card,Shipped,19406.65,0.0,19406.65,1802.12,Customer_2655,65.0,Female,Chennai,Platinum,2021-07-04,Product_4089,Groceries,Brandd,3881.33,268,FDBK_6642,__label__2,Loved it and will buy again,5.0,2023-08-08,1.0
ORD_3008,CUST_3655,PROD_6089,2024-07-20,5,Card,Shipped,19406.65,0.0,19406.65,1802.12,Customer_2655,65.0,Female,Chennai,Platinum,2021-07-04,Product_4089,Groceries,Brandd,3881.33,268,FDBK_8405,__label__2,Excellent product and very useful,5.0,2024-09-18,1.0
ORD_3009,CUST_1862,PROD_4507,2023-03-01,2,Net Banking,Delivered,2634.34,20.0,2107.47,278.48,Customer_862,24.0,Female,Hyderabad,Silver,2021-04-12,Product_2507,Groceries,Brandb,1317.17,409,,,No review provided,4.0,,1.0
ORD_3010,CUST_3838,PROD_4583,2024-08-14,2,Card,Delivered,4193.06,15.0,3564.1,334.51,Customer_2838,18.0,Other,Kolkata,Gold,2021-06-17,Product_2583,Fashion,Brandc,2096.53,425,,,No review provided,4.0,,1.0
ORD_3011,CUST_3925,PROD_3950,2024-02-12,4,Upi,Delivered,1124.48,20.0,899.58,130.22,Customer_2925,59.0,Other,Pune,Silver,2023-02-16,Product_1950,Fashion,Brandd,281.12,257,,,No review provided,4.0,,1.0
ORD_3012,CUST_3132,PROD_2954,2023-04-22,3,Net Banking,Delivered,7684.29,15.0,6531.65,562.53,Customer_2132,53.0,Other,Delhi,Gold,2021-07-10,Product_954,Electronics,Branda,2561.43,359,FDBK_5490,__label__2,Excellent product and very useful,5.0,2023-02-11,1.0
ORD_3012,CUST_3132,PROD_2954,2023-04-22,3,Net Banking,Delivered,7684.29,15.0,6531.65,562.53,Customer_2132,53.0,Other,Delhi,Gold,2021-07-10,Product_954,Electronics,Branda,2561.43,359,FDBK_7819,__label__1,Delivery was late and product was damaged,1.0,2023-07-29,0.0
ORD_3013,CUST_3835,PROD_4238,2023-01-05,3,Upi,Cancelled,14959.92,20.0,11967.94,1059.18,Customer_2835,51.0,Female,Mumbai,Gold,2023-05-23,Product_2238,Electronics,Brandd,4986.64,226,FDBK_7610,__label__1,Waste of money and bad product,2.0,2024-04-02,0.0
ORD_3013,CUST_3835,PROD_4238,2023-01-05,3,Upi,Cancelled,14959.92,20.0,11967.94,1059.18,Customer_2835,51.0,Female,Mumbai,Gold,2023-05-23,Product_2238,Electronics,Brandd,4986.64,226,FDBK_8678,__label__1,Not worth the price,1.0,2023-09-25,0.0
ORD_3013,CUST_3835,PROD_4238,2023-01-05,3,Upi,Cancelled,14959.92,20.0,11967.94,1059.18,Customer_2835,51.0,Female,Mumbai,Gold,2023-05-23,Product_2238,Electronics,Brandd,4986.64,226,FDBK_8739,__label__2,Very happy with this purchase,5.0,2023-09-28,1.0
ORD_3014,CUST_1915,PROD_6248,2023-08-05,1,Upi,Shipped,2114.13,10.0,2114.13,278.4,Customer_915,25.0,Female,Pune,Gold,2023-12-01,Product_4248,Fashion,Brandc,2114.13,209,FDBK_4168,__label__2,Excellent product and very useful,4.0,2024-11-04,1.0
ORD_3015,CUST_1379,PROD_3418,2023-08-31,5,Net Banking,Shipped,5304.2,20.0,4243.36,693.08,Customer_379,40.0,Female,Chennai,Silver,2021-10-21,Product_1418,Electronics,Brande,1060.84,15,FDBK_5862,__label__2,Amazing quality and fast delivery,4.0,2023-01-29,1.0
ORD_3015,CUST_1379,PROD_3418,2023-08-31,5,Net Banking,Shipped,5304.2,20.0,4243.36,693.08,Customer_379,40.0,Female,Chennai,Silver,2021-10-21,Product_1418,Electronics,Brande,1060.84,15,FDBK_7142,__label__2,Excellent product and very useful,5.0,2023-09-30,1.0
ORD_3016,CUST_4758,PROD_6587,2023-03-17,5,Upi,Delivered,7763.45,20.0,6210.76,1041.11,Customer_3758,31.0,Female,Hyderabad,Gold,2022-11-17,Product_4587,Home,Brande,1552.69,215,FDBK_4894,__label__2,Excellent product and very useful,5.0,2023-10-08,1.0
ORD_3016,CUST_4758,PROD_6587,2023-03-17,5,Upi,Delivered,7763.45,20.0,6210.76,1041.11,Customer_3758,31.0,Female,Hyderabad,Gold,2022-11-17,Product_4587,Home,Brande,1552.69,215,FDBK_6072,__label__2,Excellent product and very useful,5.0,2024-05-04,1.0
ORD_3016,CUST_4758,PROD_6587,2023-03-17,5,Upi,Delivered,7763.45,20.0,6210.76,1041.11,Customer_3758,31.0,Female,Hyderabad,Gold,2022-11-17,Product_4587,Home,Brande,1552.69,215,FDBK_7495,__label__2,Excellent product and very useful,5.0,2024-08-16,1.0
ORD_3016,CUST_4758,PROD_6587,2023-03-17,5,Upi,Delivered,7763.45,20.0,6210.76,1041.11,Customer_3758,31.0,Female,Hyderabad,Gold,2022-11-17,Product_4587,Home,Brande,1552.69,215,FDBK_7608,__label__1,Terrible experience with this item,1.0,2024-08-12,0.0
ORD_3017,CUST_1204,PROD_3673,2023-06-13,1,Upi,Shipped,243.84,10.0,219.46,34.5,Customer_204,35.0,Other,Bangalore,Gold,2023-12-11,Product_1673,Fashion,Brandc,243.84,246,FDBK_6651,__label__2,Excellent product and very useful,4.0,2024-11-12,1.0
ORD_3018,CUST_2926,PROD_3672,2024-02-23,5,Net Banking,Delivered,3920.7,5.0,3724.66,718.84,Customer_1926,25.0,Female,Bangalore,Silver,2021-06-04,Product_1672,Groceries,Brande,784.14,435,FDBK_4365,__label__1,Delivery was late and product was damaged,2.0,2023-01-19,0.0
ORD_3018,CUST_2926,PROD_3672,2024-02-23,5,Net Banking,Delivered,3920.7,5.0,3724.66,718.84,Customer_1926,25.0,Female,Bangalore,Silver,2021-06-04,Product_1672,Groceries,Brande,784.14,435,FDBK_5012,__label__2,Loved it and will buy again,5.0,2023-11-20,1.0
ORD_3018,CUST_2926,PROD_3672,2024-02-23,5,Net Banking,Delivered,3920.7,5.0,3724.66,718.84,Customer_1926,25.0,Female,Bangalore,Silver,2021-06-04,Product_1672,Groceries,Brande,784.14,435,FDBK_7666,__label__2,Amazing quality and fast delivery,5.0,2024-08-01,1.0
ORD_3019,CUST_4252,PROD_3731,2023-09-01,5,Card,Delivered,14550.4,5.0,13822.88,3883.13,Customer_3252,43.0,Male,Bangalore,Gold,2021-07-07,Product_1731,Groceries,Brandb,2910.08,496,FDBK_7125,__label__2,Good product worth the price,5.0,2024-09-26,1.0
ORD_3020,CUST_1436,PROD_5588,2024-04-28,3,Card,Delivered,7547.46,0.0,7547.46,1364.17,Customer_436,68.0,Female,Bangalore,Platinum,2023-10-22,Product_3588,Electronics,Branda,2515.82,442,,,No review provided,4.0,,1.0
ORD_3021,CUST_4408,PROD_5087,2023-08-25,5,Cash On Delivery,Delivered,2129.65,5.0,2023.17,206.34,Customer_3408,49.0,Male,Delhi,Silver,2022-10-30,Product_3087,Beauty,Branda,425.93,371,,,No review provided,4.0,,1.0
ORD_3022,CUST_5670,PROD_4380,2024-08-17,1,Cash On Delivery,Shipped,1054.37,0.0,1054.37,242.48,Customer_4670,47.0,Female,Bangalore,Platinum,2021-01-09,Product_2380,Electronics,Brandc,1054.37,159,FDBK_7115,__label__2,Amazing quality and fast delivery,4.0,2023-07-02,1.0
ORD_3023,CUST_3205,PROD_6865,2024-06-19,4,Upi,Shipped,16878.52,0.0,16878.52,4898.35,Customer_2205,28.0,Other,Mumbai,Silver,2024-04-02,Product_4865,Beauty,Brande,4219.63,307,,,No review provided,4.0,,1.0
ORD_3024,CUST_1195,PROD_6881,2024-05-10,2,Card,Delivered,1950.5,5.0,1852.98,227.95,Customer_195,39.0,Female,Bangalore,Gold,2021-09-09,Product_4881,Fashion,Brandc,975.25,331,FDBK_4672,__label__2,Good product worth the price,4.0,2023-05-11,1.0
ORD_3024,CUST_1195,PROD_6881,2024-05-10,2,Card,Delivered,1950.5,5.0,1852.98,227.95,Customer_195,39.0,Female,Bangalore,Gold,2021-09-09,Product_4881,Fashion,Brandc,975.25,331,FDBK_7654,__label__1,Waste of money and bad product,1.0,2023-02-12,0.0
ORD_3025,CUST_4587,PROD_2292,2023-03-16,2,Card,Delivered,5534.58,20.0,4427.66,542.82,Customer_3587,30.0,Female,Chennai,Silver,2023-10-26,Product_292,Home,Branda,2767.29,416,FDBK_7793,__label__2,Very happy with this purchase,5.0,2023-11-04,1.0
ORD_3025,CUST_4587,PROD_2292,2023-03-16,2,Card,Delivered,5534.58,20.0,4427.66,542.82,Customer_3587,30.0,Female,Chennai,Silver,2023-10-26,Product_292,Home,Branda,2767.29,416,FDBK_8674,__label__1,Not worth the price,2.0,2023-09-27,0.0
ORD_3026,CUST_3212,PROD_5812,2024-03-11,1,Net Banking,Delivered,897.87,20.0,718.3,97.18,Customer_2212,46.0,Other,Mumbai,Gold,2022-04-28,Product_3812,Groceries,Branda,897.87,203,,,No review provided,4.0,,1.0
ORD_3027,CUST_3723,PROD_4824,2024-12-06,4,Cash On Delivery,Delivered,12578.48,20.0,10062.78,914.2,Customer_2723,19.0,Other,Kolkata,Gold,2021-05-14,Product_2824,Electronics,Brandc,3144.62,427,FDBK_4021,__label__2,Loved it and will buy again,4.0,2024-01-24,1.0
ORD_3027,CUST_3723,PROD_4824,2024-12-06,4,Cash On Delivery,Delivered,12578.48,20.0,10062.78,914.2,Customer_2723,19.0,Other,Kolkata,Gold,2021-05-14,Product_2824,Electronics,Brandc,3144.62,427,FDBK_4207,__label__2,Loved it and will buy again,4.0,2024-08-10,1.0
ORD_3027,CUST_3723,PROD_4824,2024-12-06,4,Cash On Delivery,Delivered,12578.48,20.0,10062.78,914.2,Customer_2723,19.0,Other,Kolkata,Gold,2021-05-14,Product_2824,Electronics,Brandc,3144.62,427,FDBK_4704,__label__2,Loved it and will buy again,4.0,2023-08-02,1.0
ORD_3027,CUST_3723,PROD_4824,2024-12-06,4,Cash On Delivery,Delivered,12578.48,20.0,10062.78,914.2,Customer_2723,19.0,Other,Kolkata,Gold,2021-05-14,Product_2824,Electronics,Brandc,3144.62,427,FDBK_6712,__label__2,Loved it and will buy again,5.0,2023-05-02,1.0
ORD_3028,CUST_3911,PROD_4241,2024-10-15,2,Card,Delivered,7296.78,20.0,5837.42,1502.18,Customer_2911,67.0,Female,Kolkata,Platinum,2022-09-02,Product_2241,Home,Brandd,3648.39,390,FDBK_7302,__label__2,Excellent product and very useful,5.0,2023-10-21,1.0
ORD_3028,CUST_3911,PROD_4241,2024-10-15,2,Card,Delivered,7296.78,20.0,5837.42,1502.18,Customer_2911,67.0,Female,Kolkata,Platinum,2022-09-02,Product_2241,Home,Brandd,3648.39,390,FDBK_8213,__label__2,Loved it and will buy again,4.0,2023-04-22,1.0
ORD_3029,CUST_4913,PROD_2669,2023-02-09,1,Upi,Delivered,3782.78,5.0,3593.64,588.72,Customer_3913,50.0,Other,Chennai,Platinum,2023-04-28,Product_669,Home,Brandb,3782.78,83,,,No review provided,4.0,,1.0
ORD_3030,CUST_5842,PROD_6881,2024-09-09,4,Net Banking,Delivered,3901.0,0.0,3901.0,976.85,Customer_4842,26.0,Other,Delhi,Silver,2023-01-24,Product_4881,Fashion,Brandc,975.25,331,,,No review provided,4.0,,1.0
ORD_3031,CUST_4071,PROD_4215,2023-03-19,2,Upi,Delivered,1748.06,15.0,1485.85,323.55,Customer_3071,60.0,Female,Mumbai,Platinum,2023-06-13,Product_2215,Electronics,Branda,874.03,182,,,No review provided,4.0,,1.0
ORD_3032,CUST_2962,PROD_4155,2023-12-30,1,Net Banking,Delivered,2062.84,0.0,2062.84,215.95,Customer_1962,19.0,Female,Kolkata,Platinum,2021-08-02,Product_2155,Home,Brande,2062.84,103,FDBK_7890,__label__2,Very happy with this purchase,5.0,2023-08-24,1.0
ORD_3033,CUST_4319,PROD_6901,2023-08-26,1,Upi,Delivered,3593.19,0.0,3593.19,718.89,Customer_3319,44.0,Other,Mumbai,Gold,2022-07-12,Product_4901,Groceries,Brande,3593.19,290,FDBK_5879,__label__1,Delivery was late and product was damaged,1.0,2023-04-02,0.0
ORD_3034,CUST_4066,PROD_3036,2024-02-22,5,Cash On Delivery,Delivered,9533.8,15.0,8103.73,1925.2,Customer_3066,23.0,Other,Kolkata,Silver,2021-10-12,Product_1036,Fashion,Branda,1906.76,27,,,No review provided,4.0,,1.0
ORD_3035,CUST_3437,PROD_4172,2024-10-02,2,Card,Delivered,3741.72,10.0,3367.55,305.39,Customer_2437,47.0,Female,Pune,Silver,2021-04-18,Product_2172,Beauty,Branda,1870.86,277,FDBK_5006,__label__2,Good product worth the price,4.0,2024-03-23,1.0
ORD_3035,CUST_3437,PROD_4172,2024-10-02,2,Card,Delivered,3741.72,10.0,3367.55,305.39,Customer_2437,47.0,Female,Pune,Silver,2021-04-18,Product_2172,Beauty,Branda,1870.86,277,FDBK_6034,__label__2,Loved it and will buy again,4.0,2024-02-18,1.0
ORD_3036,CUST_2263,PROD_6055,2023-01-23,3,Card,Returned,8883.48,10.0,7995.13,1380.16,Customer_1263,19.0,Other,Kolkata,Gold,2023-11-18,Product_4055,Home,Brandb,2961.16,172,FDBK_7436,__label__2,Good product worth the price,5.0,2023-03-18,1.0
ORD_3037,CUST_3668,PROD_2030,2024-07-09,3,Card,Delivered,11899.2,20.0,9519.36,2458.1,Customer_2668,20.0,Female,Kolkata,Platinum,2024-01-29,Product_30,Electronics,Brande,3966.4,128,,,No review provided,4.0,,1.0
ORD_3038,CUST_5217,PROD_6086,2023-06-24,1,Card,Delivered,1876.99,5.0,1783.14,528.09,Customer_4217,29.0,Male,Mumbai,Gold,2023-09-25,Product_4086,Groceries,Brandd,1876.99,194,,,No review provided,4.0,,1.0
ORD_3039,CUST_5064,PROD_2319,2024-06-23,4,Card,Delivered,10291.6,10.0,9262.44,2163.62,Customer_4064,30.0,Male,Bangalore,Silver,2021-01-05,Product_319,Beauty,Branda,2572.9,359,FDBK_5864,__label__2,Amazing quality and fast delivery,4.0,2023-12-20,1.0
ORD_3040,CUST_2947,PROD_3927,2024-04-26,4,Cash On Delivery,Cancelled,17079.28,15.0,14517.39,2150.73,Customer_1947,59.0,Other,Mumbai,Silver,2024-02-15,Product_1927,Home,Brandc,4269.82,244,,,No review provided,4.0,,1.0
ORD_3041,CUST_1251,PROD_4520,2023-05-07,1,Net Banking,Delivered,2703.09,10.0,2432.78,344.9,Customer_251,23.0,Other,Hyderabad,Platinum,2022-09-15,Product_2520,Fashion,Branda,2703.09,371,FDBK_8584,__label__1,Delivery was late and product was damaged,1.0,2023-02-18,0.0
ORD_3042,CUST_2255,PROD_5703,2024-04-24,5,Card,Delivered,2419.05,5.0,2298.1,480.41,Customer_1255,59.0,Male,Pune,Silver,2023-12-02,Product_3703,Electronics,Brande,483.81,243,FDBK_5172,__label__2,Very happy with this purchase,4.0,2024-04-09,1.0
ORD_3043,CUST_1658,PROD_6052,2024-09-25,1,Upi,Delivered,1932.17,10.0,1738.95,496.17,Customer_658,31.0,Female,Hyderabad,Platinum,2021-12-01,Product_4052,Groceries,Brandc,1932.17,181,FDBK_7964,__label__2,Very happy with this purchase,4.0,2023-04-07,1.0
ORD_3043,CUST_1658,PROD_6052,2024-09-25,1,Upi,Delivered,1932.17,10.0,1738.95,496.17,Customer_658,31.0,Female,Hyderabad,Platinum,2021-12-01,Product_4052,Groceries,Brandc,1932.17,181,FDBK_8815,__label__1,Waste of money and bad product,1.0,2023-05-29,0.0
ORD_3043,CUST_1658,PROD_6052,2024-09-25,1,Upi,Delivered,1932.17,10.0,1738.95,496.17,Customer_658,31.0,Female,Hyderabad,Platinum,2021-12-01,Product_4052,Groceries,Brandc,1932.17,181,FDBK_8956,__label__2,Excellent product and very useful,4.0,2024-05-05,1.0
ORD_3044,CUST_1244,PROD_3054,2024-08-21,3,Upi,Cancelled,13869.09,0.0,13869.09,1804.75,Customer_244,67.0,Female,Kolkata,Gold,2022-01-29,Product_1054,Fashion,Branda,4623.03,99,,,No review provided,4.0,,1.0
ORD_3045,CUST_5202,PROD_2141,2023-01-28,5,Net Banking,Delivered,22302.35,0.0,22302.35,2916.04,Customer_4202,46.0,Female,Kolkata,Silver,2023-04-18,Product_141,Electronics,Branda,4460.47,348,FDBK_4267,__label__2,Very happy with this purchase,4.0,2024-12-11,1.0
ORD_3045,CUST_5202,PROD_2141,2023-01-28,5,Net Banking,Delivered,22302.35,0.0,22302.35,2916.04,Customer_4202,46.0,Female,Kolkata,Silver,2023-04-18,Product_141,Electronics,Branda,4460.47,348,FDBK_5855,__label__2,Good product worth the price,5.0,2023-03-12,1.0
ORD_3045,CUST_5202,PROD_2141,2023-01-28,5,Net Banking,Delivered,22302.35,0.0,22302.35,2916.04,Customer_4202,46.0,Female,Kolkata,Silver,2023-04-18,Product_141,Electronics,Branda,4460.47,348,FDBK_6171,__label__2,Loved it and will buy again,5.0,2023-07-19,1.0
ORD_3046,CUST_4333,PROD_2056,2024-03-28,4,Card,Delivered,17496.36,0.0,17496.36,3372.67,Customer_3333,25.0,Other,Hyderabad,Platinum,2023-03-07,Product_56,Beauty,Brande,4374.09,389,FDBK_4802,__label__2,Very happy with this purchase,5.0,2024-11-18,1.0
ORD_3047,CUST_5100,PROD_2215,2024-05-09,3,Card,Delivered,3561.9,0.0,3561.9,736.08,Customer_4100,66.0,Male,Bangalore,Silver,2021-03-18,Product_215,Fashion,Brandc,1187.3,330,FDBK_8527,__label__2,Very happy with this purchase,5.0,2024-05-25,1.0
ORD_3048,CUST_3241,PROD_3869,2024-10-21,4,Net Banking,Delivered,1141.2,0.0,1141.2,326.51,Customer_2241,40.0,Female,Kolkata,Platinum,2022-03-19,Product_1869,Home,Brande,285.3,277,FDBK_5464,__label__2,Amazing quality and fast delivery,4.0,2023-08-21,1.0
ORD_3048,CUST_3241,PROD_3869,2024-10-21,4,Net Banking,Delivered,1141.2,0.0,1141.2,326.51,Customer_2241,40.0,Female,Kolkata,Platinum,2022-03-19,Product_1869,Home,Brande,285.3,277,FDBK_8596,__label__2,Amazing quality and fast delivery,5.0,2024-05-11,1.0
ORD_3048,CUST_3241,PROD_3869,2024-10-21,4,Net Banking,Delivered,1141.2,0.0,1141.2,326.51,Customer_2241,40.0,Female,Kolkata,Platinum,2022-03-19,Product_1869,Home,Brande,285.3,277,FDBK_8903,__label__1,Very poor quality and disappointing,2.0,2023-03-26,0.0
ORD_3049,CUST_4119,PROD_2075,2023-06-29,4,Cash On Delivery,Shipped,14145.96,20.0,11316.77,1709.71,Customer_3119,60.0,Other,Hyderabad,Platinum,2023-09-30,Product_75,Fashion,Brandc,3536.49,97,,,No review provided,4.0,,1.0
ORD_3050,CUST_2221,PROD_2254,2024-04-12,3,Net Banking,Shipped,13558.98,20.0,10847.18,1888.39,Customer_1221,65.0,Female,Chennai,Platinum,2023-05-17,Product_254,Electronics,Brandb,4519.66,16,FDBK_6117,__label__2,Good product worth the price,4.0,2024-04-05,1.0
ORD_3051,CUST_2373,PROD_2990,2024-06-12,3,Cash On Delivery,Delivered,5570.7,10.0,4456.56,706.44,Customer_1373,32.0,Female,Hyderabad,Gold,2024-01-19,Product_990,Electronics,Brande,1856.9,16,FDBK_4223,__label__2,Good product worth the price,5.0,2023-12-28,1.0
ORD_3052,CUST_4884,PROD_4225,2024-12-04,4,Card,Delivered,12335.32,15.0,10485.02,2531.15,Customer_3884,55.0,Male,Chennai,Silver,2022-10-03,Product_2225,Beauty,Brande,3083.83,46,FDBK_4298,__label__2,Amazing quality and fast delivery,4.0,2024-04-27,1.0
ORD_3053,CUST_2191,PROD_3936,2023-05-13,2,Cash On Delivery,Delivered,2250.52,15.0,1912.94,302.77,Customer_1191,44.0,Other,Mumbai,Platinum,2021-10-14,Product_1936,Electronics,Brande,1125.26,375,FDBK_4748,__label__1,Delivery was late and product was damaged,1.0,2023-11-17,0.0
ORD_3053,CUST_2191,PROD_3936,2023-05-13,2,Cash On Delivery,Delivered,2250.52,15.0,1912.94,302.77,Customer_1191,44.0,Other,Mumbai,Platinum,2021-10-14,Product_1936,Electronics,Brande,1125.26,375,FDBK_8544,__label__2,Very happy with this purchase,4.0,2023-01-01,1.0
ORD_3054,CUST_1669,PROD_2166,2024-11-30,5,Cash On Delivery,Delivered,20762.1,20.0,16609.68,2919.52,Customer_669,34.0,Female,Delhi,Gold,2023-07-20,Product_166,Fashion,Brandd,4152.42,131,FDBK_4036,__label__1,Very poor quality and disappointing,2.0,2024-03-30,0.0
ORD_3054,CUST_1669,PROD_2166,2024-11-30,5,Cash On Delivery,Delivered,20762.1,20.0,16609.68,2919.52,Customer_669,34.0,Female,Delhi,Gold,2023-07-20,Product_166,Fashion,Brandd,4152.42,131,FDBK_7686,__label__2,Loved it and will buy again,5.0,2024-12-19,1.0
ORD_3055,CUST_4146,PROD_5543,2023-07-04,2,Cash On Delivery,Delivered,8095.22,10.0,7285.7,1167.35,Customer_3146,50.0,Female,Kolkata,Gold,2022-08-24,Product_3543,Home,Brandb,4047.61,167,,,No review provided,4.0,,1.0
ORD_3056,CUST_1898,PROD_6777,2024-12-09,2,Upi,Delivered,1703.88,5.0,1618.69,139.44,Customer_898,20.0,Female,Mumbai,Silver,2024-03-05,Product_4777,Fashion,Brandb,851.94,264,FDBK_4010,__label__2,Good product worth the price,4.0,2024-04-25,1.0
ORD_3056,CUST_1898,PROD_6777,2024-12-09,2,Upi,Delivered,1703.88,5.0,1618.69,139.44,Customer_898,20.0,Female,Mumbai,Silver,2024-03-05,Product_4777,Fashion,Brandb,851.94,264,FDBK_4950,__label__2,Loved it and will buy again,4.0,2024-11-20,1.0
ORD_3056,CUST_1898,PROD_6777,2024-12-09,2,Upi,Delivered,1703.88,5.0,1618.69,139.44,Customer_898,20.0,Female,Mumbai,Silver,2024-03-05,Product_4777,Fashion,Brandb,851.94,264,FDBK_5330,__label__2,Amazing quality and fast delivery,4.0,2023-06-19,1.0
ORD_3056,CUST_1898,PROD_6777,2024-12-09,2,Upi,Delivered,1703.88,5.0,1618.69,139.44,Customer_898,20.0,Female,Mumbai,Silver,2024-03-05,Product_4777,Fashion,Brandb,851.94,264,FDBK_5720,__label__2,Good product worth the price,5.0,2023-07-04,1.0
ORD_3056,CUST_1898,PROD_6777,2024-12-09,2,Upi,Delivered,1703.88,5.0,1618.69,139.44,Customer_898,20.0,Female,Mumbai,Silver,2024-03-05,Product_4777,Fashion,Brandb,851.94,264,FDBK_5742,__label__1,Not worth the price,1.0,2023-09-04,0.0
ORD_3057,CUST_3460,PROD_3654,2024-02-22,2,Upi,Delivered,4276.1,0.0,4276.1,851.96,Customer_2460,67.0,Other,Chennai,Silver,2022-02-09,Product_1654,Fashion,Branda,2138.05,430,FDBK_5838,__label__2,Very happy with this purchase,4.0,2023-10-02,1.0
ORD_3057,CUST_3460,PROD_3654,2024-02-22,2,Upi,Delivered,4276.1,0.0,4276.1,851.96,Customer_2460,67.0,Other,Chennai,Silver,2022-02-09,Product_1654,Fashion,Branda,2138.05,430,FDBK_6186,__label__2,Amazing quality and fast delivery,4.0,2023-03-19,1.0
ORD_3058,CUST_1047,PROD_2985,2024-07-15,4,Card,Shipped,14036.6,10.0,12632.94,2106.27,Customer_47,40.0,Other,Delhi,Silver,2022-06-06,Product_985,Home,Branda,3509.15,375,FDBK_4639,__label__2,Excellent product and very useful,5.0,2024-10-10,1.0
