product_id,product_name,category,brand,price,stock_quantity
PROD_2039,Product_39,Groceries,BrandA,3972.76,41
PROD_2040,Product_40,Fashion,BrandD,660.29,279
PROD_2041,Product_41,Electronics,BrandE,4834.6,484
PROD_2042,Product_42,Groceries,BrandE,2033.13,355
PROD_2043,Product_43,Fashion,BrandB,4630.49,200
PROD_2044,Product_44,Groceries,BrandB,2744.52,133
PROD_2045,Product_45,Home,BrandD,3255.85,465
PROD_2046,Product_46,Electronics,BrandD,962.02,295
PROD_2047,Product_47,Electronics,BrandE,4435.19,214
PROD_2048,Product_48,Fashion,BrandC,528.59,489
PROD_2049,Product_49,Beauty,BrandB,4938.4,254
PROD_2050,Product_50,Home,BrandE,2020.64,180
PROD_2051,Product_51,Beauty,BrandD,905.53,190
PROD_2052,Product_52,Electronics,BrandB,3068.13,318
PROD_2053,Product_53, electronics ,BrandB,4341.93,294
PROD_2054,Product_54,Beauty,BrandB,2045.77,480
PROD_2055,Product_55,Groceries,BrandD,142.1,165
PROD_2056,Product_56,Beauty,BrandE,4374.09,389
PROD_2057,Product_57,Beauty,BrandC,2948.48,87
PROD_2058,Product_58, electronics ,branda,555.05,211
PROD_2059,Product_59,Groceries,BrandB,4539.57,464
PROD_2060,Product_60,Groceries,BrandA,3888.75,186
PROD_2061,Product_61,Home,BrandE,2709.96,263
PROD_2062,Product_62,Electronics,BrandD,2289.17,132
PROD_2063,Product_63,Electronics,BrandB,3558.92,99
PROD_2064,Product_64,Groceries,BrandC,1874.57,429
PROD_2065,Product_65,Groceries,BrandB,3308.77,253
PROD_2066,Product_66,Home,BrandB,839.44,136
PROD_2067,Product_67,Home,BrandD,797.91,292
PROD_2068,Product_68,Fashion,branda,1624.2,450
PROD_2069,Product_69,Beauty,BrandA,4440.46,165
PROD_2070,Product_70,Electronics,BrandD,4266.61,119
PROD_2071,Product_71,Electronics,BrandE,2511.34,423
PROD_2072,Product_72,Home,BrandC,2968.83,309
PROD_2073,Product_73,Beauty,BrandA,3175.23,436
PROD_2074,Product_74,Home,BrandA,1928.65,64
PROD_2075,Product_75,Fashion,BrandC,3536.49,97
PROD_2076,Product_76,Fashion,BrandE,3079.92,458
PROD_2077,Product_77,Fashion,BrandB,1836.36,114
PROD_2078,Product_78,Home,BrandD,1490.98,420
PROD_2079,Product_79,Beauty,BrandE,4905.71,138
PROD_2080,Product_80,Groceries,BrandA,1493.04,19
PROD_2081,Product_81,Electronics,BrandE,952.86,391
PROD_2082,Product_82,Groceries,BrandB,4189.53,52
PROD_2083,Product_83,Beauty,BrandE,4073.1,78
PROD_2084,Product_84,Home,BrandE,1269.91,402
PROD_2085,Product_85,Home,BrandA,4258.6,332
PROD_2086,Product_86,Home,BrandE,,294
PROD_2087,Product_87,Fashion,BrandD,1725.56,11
PROD_2088,Product_88,Fashion,BrandC,1709.98,347
PROD_2089,Product_89,Fashion,BrandA,741.64,389
PROD_2090,Product_90,Groceries,BrandC,3093.04,23
PROD_2091,Product_91,Electronics,BrandE,3500.53,71
PROD_2092,Product_92,Home,BrandB,459.61,64
PROD_2093,Product_93,Home,BrandA,1123.63,38
PROD_2094,Product_94,Groceries,BrandE,1425.05,270
PROD_2095,Product_95,Electronics,BrandE,2285.7,385
PROD_2096,Product_96,Electronics,BrandB,,247
PROD_2097,Product_97,Groceries,BrandE,1198.76,206
PROD_2098,Product_98,Home,BrandD,4057.18,459
PROD_2099,Product_99,Beauty,BrandB,4460.21,48
PROD_2100,Product_100,Beauty,BrandA,1082.63,160
PROD_2101,Product_101,Electronics,BrandA,4965.11,232
PROD_2102,Product_102,Electronics,BrandC,2632.09,261
PROD_2103,Product_103,Home,BrandD,2803.91,281
PROD_2104,Product_104,Electronics,BrandD,3118.77,415
PROD_2105,Product_105,Groceries,BrandA,4033.73,228
PROD_2106,Product_106,Beauty,BrandE,3300.95,422
PROD_2107,Product_107,Beauty,BrandD,3700.8,462
PROD_2108,Product_108,Electronics,BrandD,2254.57,253
PROD_2109,Product_109,Groceries,BrandE,2990.8,149
PROD_2110,Product_110,Electronics,BrandB,1310.78,22
PROD_2111,Product_111,Electronics,BrandE,1879.89,131
PROD_2112,Product_112,Groceries,BrandC,3194.75,135
PROD_2113,Product_113,Groceries,BrandC,300.95,401
PROD_2114,Product_114,Fashion,BrandA,2935.3,119
PROD_2115,Product_115,Beauty,BrandB,2798.54,161
PROD_2116,Product_116,Electronics,BrandD,1014.82,229
PROD_2117,Product_117,Home,BrandA,4674.05,302
PROD_2118,Product_118,Electronics,BrandA,510.09,356
PROD_2119,Product_119,Electronics,BrandD,352.47,173
PROD_2120,Product_120,Home,BrandD,4320.01,82
PROD_2121,Product_121,Beauty,,4217.49,24
PROD_2122,Product_122,Fashion,BrandC,2041.58,324
PROD_2123,Product_123,Groceries,BrandD,4879.43,247
PROD_2124,Product_124,Fashion,BrandE,4879.79,270
PROD_2125,Product_125,Electronics,BrandC,712.39,485
PROD_2126,Product_126,Electronics,BrandB,2449.41,24
PROD_2127,Product_127,Home,BrandB,361.5,109
PROD_2128,Product_128,Home,BrandB,1853.01,411
PROD_2129,Product_129,Electronics,BrandD,451.18,223
PROD_2130,Product_130,Fashion,BrandC,887.84,142
PROD_2131,Product_131,Fashion,branda,4474.12,351
PROD_2132,Product_132,Beauty,BrandB,4237.24,154
PROD_2133,Product_133,Electronics,BrandA,4303.87,415
PROD_2134,Product_134,Groceries,BrandC,260.01,94
PROD_2135,Product_135,Groceries,BrandC,2889.02,119
PROD_2136,Product_136, electronics ,BrandE,3892.99,224
PROD_2137,Product_137,Home,BrandB,3489.11,201
PROD_2138,Product_138,Home,BrandA,2552.96,165
PROD_2139,Product_139,Fashion,BrandE,696.53,229
PROD_2140,Product_140,Beauty,BrandA,3892.41,90
PROD_2141,Product_141,Electronics,BrandA,4460.47,348
PROD_2142,Product_142,Groceries,BrandA,1415.1,22
PROD_2143,Product_143,Fashion,BrandD,2744.02,54
PROD_2144,Product_144,Home,BrandC,2503.02,299
PROD_2145,Product_145,Electronics,BrandC,3692.47,248
PROD_2146,Product_146,Groceries,BrandE,4637.63,191
PROD_2147,Product_147,Beauty,BrandA,2320.23,42
PROD_2148,Product_148,Fashion,BrandA,2366.22,120
PROD_2149,Product_149,Electronics,BrandC,1207.83,409
PROD_2150,Product_150,Groceries,BrandA,978.29,52
PROD_2151,Product_151,Beauty,BrandA,289.1,454
PROD_2152,Product_152, electronics ,BrandA,4106.15,103
PROD_2153,Product_153,Electronics,BrandB,2071.66,396
PROD_2154,Product_154,Fashion,BrandB,,356
PROD_2155,Product_155,Groceries,BrandB,2800.6,324
PROD_2156,Product_156,Home,BrandE,1743.22,137
PROD_2157,Product_157,Home,BrandA,4860.2,413
PROD_2158,Product_158,Groceries,BrandB,2294.23,127
PROD_2159,Product_159, electronics ,BrandB,603.65,264
PROD_2160,Product_160,Groceries,BrandD,3227.4,169
PROD_2161,Product_161, electronics ,BrandE,3987.84,414
PROD_2162,Product_162,Fashion,BrandB,2948.41,55
PROD_2163,Product_163,Home,BrandB,3896.63,264
PROD_2164,Product_164,Beauty,BrandB,1568.59,462
PROD_2165,Product_165,Groceries,BrandD,2703.23,385
PROD_2166,Product_166,Fashion,BrandD,4152.42,131
PROD_2167,Product_167,Beauty,BrandE,468.35,395
PROD_2168,Product_168,Electronics,BrandA,1371.23,479
PROD_2169,Product_169,Home,BrandA,3171.76,208
PROD_2170,Product_170,Fashion,BrandE,2579.61,371
PROD_2171,Product_171,Fashion,BrandA,3871.18,211
PROD_2172,Product_172,Home,BrandC,972.96,445
PROD_2173,Product_173,Home,BrandA,4251.93,497
PROD_2174,Product_174,Groceries,BrandD,3130.9,10
PROD_2175,Product_175,Home,BrandD,1096.24,89
PROD_2176,Product_176,Fashion,BrandB,,114
PROD_2177,Product_177,Groceries,BrandD,4911.61,165
PROD_2178,Product_178,Home,BrandC,2275.43,377
PROD_2179,Product_179,Beauty,BrandC,1411.16,198
PROD_2180,Product_180,Beauty,BrandC,983.42,349
PROD_2181,Product_181,Home,BrandB,1296.6,419
PROD_2182,Product_182,Fashion,BrandA,2499.72,88
PROD_2183,Product_183,Groceries,BrandB,4279.24,498
PROD_2184,Product_184,Groceries,BrandD,1121.58,136
PROD_2185,Product_185,Groceries,BrandC,1904.15,103
PROD_2186,Product_186,Electronics,BrandB,4006.67,277
PROD_2187,Product_187,Home,BrandB,3355.54,136
PROD_2188,Product_188,Electronics,BrandC,240.65,139
PROD_2189,Product_189,Electronics,BrandE,1326.49,211
PROD_2190,Product_190,Beauty,BrandC,724.26,100
PROD_2191,Product_191,Groceries,BrandE,302.34,385
PROD_2192,Product_192,Electronics,BrandC,4741.22,30
PROD_2193,Product_193,Fashion,BrandA,3142.87,64
PROD_2194,Product_194,Home,BrandE,2754.71,409
PROD_2195,Product_195,Fashion,BrandE,4314.39,46
PROD_2196,Product_196,Groceries,BrandB,2998.22,438
PROD_2197,Product_197,Beauty,BrandE,2930.67,95
PROD_2198,Product_198,Fashion,BrandD,1089.3,304
PROD_2199,Product_199,Fashion,BrandB,3139.9,178
PROD_2200,Product_200,Electronics,BrandB,3373.21,287
PROD_2201,Product_201,Fashion,BrandA,4418.71,58
PROD_2202,Product_202,Beauty,BrandB,2184.17,474
PROD_2203,Product_203,Fashion,BrandB,1099.24,154
PROD_2204,Product_204,Fashion,BrandD,2889.44,419
PROD_2205,Product_205,Groceries,BrandB,4865.53,110
PROD_2206,Product_206,Beauty,BrandE,469.0,303
PROD_2207,Product_207,Fashion,BrandA,117.01,431
PROD_2208,Product_208,Groceries,BrandD,275.98,306
PROD_2209,Product_209,Home,BrandC,4173.61,134
PROD_2210,Product_210,Fashion,BrandC,105.5,115
PROD_2211,Product_211,Fashion,BrandC,1185.6,250
PROD_2212,Product_212,Groceries,BrandD,4909.5,332
PROD_2213,Product_213,Groceries,BrandC,3754.55,125
PROD_2214,Product_214,Groceries,BrandE,1172.13,82
PROD_2215,Product_215,Fashion,BrandC,1187.3,330
PROD_2216,Product_216,Electronics,BrandC,2345.89,449
PROD_2217,Product_217,Electronics,BrandA,472.32,412
PROD_2218,Product_218,Groceries,BrandC,3300.0,23
PROD_2219,Product_219,Electronics,BrandC,2533.35,497
PROD_2220,Product_220, electronics ,BrandB,2154.39,123
PROD_2221,Product_221,Electronics,BrandE,2502.36,261
PROD_2222,Product_222,Electronics,BrandD,1432.12,239
PROD_2223,Product_223,Fashion,,1146.38,75
PROD_2224,Product_224,Electronics,BrandD,435.87,464
PROD_2225,Product_225,Groceries,BrandC,3164.87,175
PROD_2226,Product_226,Fashion,BrandB,2520.95,52
PROD_2227,Product_227,Electronics,BrandC,3584.19,256
PROD_2228,Product_228,Home,BrandC,4482.47,386
PROD_2229,Product_229,Fashion,BrandA,4965.88,263
PROD_2230,Product_230,Fashion,BrandA,1214.49,229
PROD_2231,Product_231,Fashion,BrandD,922.95,403
PROD_2232,Product_232,Electronics,BrandC,4569.32,354
PROD_2233,Product_233,Groceries,BrandD,2067.78,134
PROD_2234,Product_234,Beauty,BrandC,4036.85,31
PROD_2235,Product_235,Beauty,BrandA,763.12,84
PROD_2236,Product_236,Beauty,BrandB,1544.7,73
PROD_2237,Product_237,Electronics,BrandD,154.24,113
PROD_2238,Product_238,Home,BrandD,4950.43,54
PROD_2239,Product_239,Fashion,BrandE,127.65,495
PROD_2240,Product_240, electronics ,BrandE,941.08,211
PROD_2241,Product_241, electronics ,BrandB,2831.8,283
PROD_2242,Product_242, electronics ,BrandE,4266.84,78
PROD_2243,Product_243,Groceries,BrandB,3990.92,20
PROD_2244,Product_244,Electronics,BrandC,1340.48,420
PROD_2245,Product_245,Beauty,BrandE,4413.17,382
PROD_2246,Product_246,Groceries,BrandE,441.19,292
PROD_2247,Product_247,Groceries,BrandD,1726.01,453
PROD_2248,Product_248,Fashion,BrandB,1388.83,429
PROD_2249,Product_249,Electronics,BrandD,3313.69,450
PROD_2250,Product_250,Beauty,BrandE,287.49,278
PROD_2251,Product_251,Electronics,BrandC,4286.32,120
PROD_2252,Product_252,Beauty,BrandA,4810.66,421
PROD_2253,Product_253,Home,BrandB,1257.67,331
PROD_2254,Product_254,Electronics,BrandB,4519.66,16
PROD_2255,Product_255,Home,BrandC,4540.59,105
PROD_2256,Product_256,Beauty,BrandC,3169.22,463
PROD_2257,Product_257,Groceries,,2584.24,412
PROD_2258,Product_258,Home,BrandB,3895.99,24
PROD_2259,Product_259,Beauty,BrandC,2638.38,352
PROD_2260,Product_260,Beauty,BrandC,3746.92,97
PROD_2261,Product_261,Home,BrandC,554.69,311
PROD_2262,Product_262,Electronics,BrandE,1497.44,121
PROD_2263,Product_263,Groceries,BrandB,2032.25,317
PROD_2264,Product_264,Beauty,BrandB,1104.75,485
PROD_2265,Product_265, electronics ,BrandC,1228.88,33
PROD_2266,Product_266,Beauty,BrandD,3832.23,63
PROD_2267,Product_267,Beauty,BrandA,950.49,190
PROD_2268,Product_268,Beauty,BrandB,649.49,65
PROD_2269,Product_269,Electronics,BrandE,1473.82,287
PROD_2270,Product_270,Fashion,BrandA,884.25,243
PROD_2271,Product_271,Groceries,BrandD,1095.17,257
PROD_2272,Product_272,Groceries,BrandE,3936.56,207
PROD_2273,Product_273,Fashion,BrandC,2261.21,440
PROD_2274,Product_274,Beauty,BrandD,2227.05,269
PROD_2275,Product_275,Fashion,,2671.8,171
PROD_2276,Product_276,Home,BrandE,536.65,188
PROD_2277,Product_277,Home,BrandE,4937.17,240
PROD_2278,Product_278,Electronics,BrandC,4250.89,292
PROD_2279,Product_279,Electronics,BrandA,1534.53,415
PROD_2280,Product_280,Home,BrandB,378.07,248
PROD_2281,Product_281,Fashion,BrandB,3124.89,191
PROD_2282,Product_282,Electronics,BrandE,3001.34,409
PROD_2283,Product_283,Fashion,branda,1618.71,105
PROD_2284,Product_284,Electronics,BrandC,1768.9,66
PROD_2285,Product_285,Groceries,BrandD,2676.27,462
PROD_2286,Product_286,Fashion,BrandC,4407.97,68
PROD_2287,Product_287,Home,BrandD,635.15,306
PROD_2288,Product_288,Home,BrandC,2598.13,170
PROD_2289,Product_289,Electronics,,2241.31,182
PROD_2290,Product_290,Fashion,BrandA,2385.32,364
PROD_2291,Product_291,Beauty,BrandB,4557.8,78
PROD_2292,Product_292,Home,,2767.29,416
PROD_2293,Product_293,Home,BrandB,3505.13,183
PROD_2294,Product_294,Fashion,BrandD,4572.07,366
PROD_2295,Product_295,Fashion,BrandE,1581.79,392
PROD_2296,Product_296,Electronics,BrandE,1857.63,297
PROD_2297,Product_297,Beauty,BrandD,1210.22,61
PROD_2298,Product_298,Home,BrandD,3294.09,215
PROD_2299,Product_299,Fashion,BrandD,1343.56,382
PROD_2300,Product_300,Home,BrandE,1249.92,42
PROD_2301,Product_301,Beauty,BrandA,4935.06,462
PROD_2302,Product_302,Groceries,BrandA,3516.99,450
PROD_2303,Product_303,Groceries,BrandD,4090.44,172
PROD_2304,Product_304,Beauty,BrandC,4847.16,243
PROD_2305,Product_305,Fashion,BrandA,4858.18,447
PROD_2306,Product_306,Groceries,BrandE,1732.21,242
PROD_2307,Product_307,Fashion,BrandE,,120
PROD_2308,Product_308,Electronics,BrandE,4624.67,495
PROD_2309,Product_309,Home,BrandB,225.6,323
PROD_2310,Product_310,Electronics,BrandB,4589.31,223
PROD_2311,Product_311,Groceries,BrandE,4304.2,79
PROD_2312,Product_312,Groceries,BrandA,2393.13,127
PROD_2313,Product_313,Fashion,BrandB,2632.92,497
PROD_2314,Product_314,Groceries,BrandC,333.55,107
PROD_2315,Product_315,Fashion,BrandD,2823.3,65
PROD_2316,Product_316,Beauty,BrandB,703.23,269
PROD_2317,Product_317,Groceries,BrandB,1393.26,331
PROD_2318,Product_318,Beauty,BrandA,4039.81,402
PROD_2319,Product_319,Beauty,BrandA,2572.9,359
PROD_2320,Product_320,Home,BrandC,3784.24,494
PROD_2321,Product_321,Fashion,BrandC,4665.82,391
PROD_2322,Product_322,Beauty,branda,938.67,156
PROD_2323,Product_323,Home,BrandC,1371.6,72
PROD_2324,Product_324,Groceries,BrandB,2976.23,197
PROD_2325,Product_325,Groceries,BrandC,4752.99,444
PROD_2326,Product_326,Beauty,BrandC,3918.57,338
PROD_2327,Product_327,Groceries,BrandE,3232.65,142
PROD_2328,Product_328,Fashion,BrandB,3427.95,409
PROD_2329,Product_329,Groceries,BrandB,2219.87,483
PROD_2330,Product_330,Electronics,BrandB,2078.25,400
PROD_2331,Product_331,Groceries,BrandD,4935.48,11
PROD_2332,Product_332,Beauty,BrandC,4296.3,343
PROD_2333,Product_333,Home,BrandC,3828.42,168
PROD_2334,Product_334,Fashion,BrandC,3626.61,351
PROD_2335,Product_335,Fashion,BrandA,2878.85,426
PROD_2336,Product_336,Home,BrandA,1712.58,49
PROD_2337,Product_337,Fashion,BrandA,2220.98,136
PROD_2338,Product_338,Beauty,BrandD,388.4,196
PROD_2339,Product_339,Beauty,BrandC,537.61,232
PROD_2340,Product_340,Home,BrandB,1983.86,348
PROD_2341,Product_341,Beauty,BrandB,666.96,399
PROD_2342,Product_342,Electronics,BrandE,2050.57,439
PROD_2343,Product_343,Beauty,BrandA,1145.74,305
PROD_2344,Product_344,Fashion,BrandD,1815.15,264
PROD_2345,Product_345,Home,BrandE,1958.31,180
PROD_2346,Product_346,Electronics,BrandD,3992.16,375
PROD_2347,Product_347,Beauty,BrandB,3459.59,467
PROD_2348,Product_348,Electronics,BrandC,4093.03,21
PROD_2349,Product_349,Groceries,BrandB,1887.95,355
PROD_2350,Product_350,Groceries,BrandB,4146.59,269
PROD_2351,Product_351,Electronics,BrandA,4753.3,124
PROD_2352,Product_352,Groceries,BrandB,1459.44,324
PROD_2353,Product_353,Groceries,BrandD,3621.62,58
PROD_2354,Product_354,Groceries,BrandC,382.06,270
PROD_2355,Product_355,Home,BrandA,2653.13,390
PROD_2356,Product_356,Home,BrandE,866.07,359
PROD_2357,Product_357,Groceries,BrandB,4181.5,417
PROD_2358,Product_358,Fashion,BrandA,2130.01,375
PROD_2359,Product_359,Groceries,BrandA,3061.11,368
PROD_2360,Product_360,Groceries,BrandA,2952.72,428
PROD_2361,Product_361,Groceries,BrandD,610.98,142
PROD_2362,Product_362,Fashion,BrandE,590.7,270
PROD_2363,Product_363,Fashion,BrandA,2900.48,209
PROD_2364,Product_364,Groceries,BrandD,,255
PROD_2365,Product_365,Beauty,BrandE,645.91,492
PROD_2366,Product_366,Electronics,BrandC,1619.01,64
PROD_2367,Product_367,Home,BrandD,1034.18,202
PROD_2368,Product_368,Electronics,BrandA,294.34,203
PROD_2369,Product_369,Home,BrandB,1961.19,16
PROD_2370,Product_370,Electronics,BrandD,3435.64,24
PROD_2371,Product_371,Fashion,BrandC,654.9,87
PROD_2372,Product_372, electronics ,BrandE,2967.17,470
PROD_2373,Product_373,Home,BrandC,843.08,437
PROD_2374,Product_374,Groceries,BrandE,435.07,166
PROD_2375,Product_375,Groceries,BrandD,551.9,123
PROD_2376,Product_376,Fashion,BrandE,1128.05,11
PROD_2377,Product_377,Home,BrandA,2381.49,195
PROD_2378,Product_378,Beauty,BrandD,,336
PROD_2379,Product_379,Fashion,BrandB,2434.61,275
PROD_2380,Product_380,Groceries,BrandC,1941.81,477
PROD_2381,Product_381,Home,BrandC,4412.88,482
PROD_2382,Product_382,Fashion,BrandD,4434.46,320
PROD_2383,Product_383,Fashion,BrandB,3323.73,99
PROD_2384,Product_384,Beauty,BrandD,1687.83,435
PROD_2385,Product_385,Electronics,BrandA,1006.62,463
PROD_2386,Product_386,Home,BrandA,3518.89,461
PROD_2387,Product_387,Home,BrandB,4983.05,465
PROD_2388,Product_388,Home,BrandD,4114.71,22
PROD_2389,Product_389,Home,BrandB,1706.18,174
PROD_2390,Product_390,Electronics,BrandB,1039.95,145
PROD_2391,Product_391,Fashion,BrandA,4106.45,261
PROD_2392,Product_392,Fashion,BrandA,2070.97,49
PROD_2393,Product_393,Electronics,BrandB,,358
PROD_2394,Product_394,Fashion,,308.27,100
PROD_2395,Product_395,Electronics,BrandE,4051.28,146
PROD_2396,Product_396,Electronics,BrandA,1091.07,471
PROD_2397,Product_397,Fashion,BrandB,3841.22,134
PROD_2398,Product_398,Fashion,BrandE,,453
PROD_2399,Product_399,Electronics,BrandB,2121.23,212
PROD_2400,Product_400,Beauty,BrandE,2714.21,226
PROD_2401,Product_401,Groceries,BrandB,2734.39,96
PROD_2402,Product_402,Home,BrandD,1203.72,403
PROD_2403,Product_403,Electronics,BrandA,733.3,464
PROD_2404,Product_404,Fashion,BrandB,4069.41,342
PROD_2405,Product_405,Electronics,BrandC,3481.45,415
PROD_2406,Product_406, electronics ,BrandC,3144.67,242
PROD_2407,Product_407,Electronics,BrandE,1463.96,497
PROD_2408,Product_408,Fashion,BrandA,2070.32,193
PROD_2409,Product_409,Beauty,BrandE,821.6,183
PROD_2410,Product_410,Groceries,BrandA,3796.63,411
PROD_2411,Product_411,Fashion,BrandC,173.8,82
PROD_2412,Product_412,Beauty,BrandC,114.11,351
PROD_2413,Product_413,Groceries,BrandE,2652.7,126
PROD_2414,Product_414,Fashion,BrandD,1786.74,128
PROD_2415,Product_415,Home,BrandC,804.83,324
PROD_2416,Product_416, electronics ,BrandA,3642.92,326
PROD_2417,Product_417,Electronics,BrandB,4667.17,445
PROD_2418,Product_418,Electronics,BrandB,1475.29,274
PROD_2419,Product_419,Fashion,BrandB,3053.04,243
PROD_2420,Product_420,Home,BrandC,3749.78,328
PROD_2421,Product_421,Home,BrandD,3117.44,457
PROD_2422,Product_422,Home,BrandC,1976.56,23
PROD_2423,Product_423,Groceries,BrandA,2822.55,341
PROD_2424,Product_424,Fashion,BrandC,3650.54,241
PROD_2425,Product_425,Beauty,BrandC,4721.65,282
PROD_2426,Product_426,Groceries,BrandC,3884.51,26
PROD_2427,Product_427,Fashion,BrandC,,316
PROD_2428,Product_428,Home,BrandA,3391.97,449
PROD_2429,Product_429,Fashion,BrandC,4589.5,417
PROD_2430,Product_430,Home,BrandD,2642.99,251
PROD_2431,Product_431,Beauty,BrandE,568.39,342
PROD_2432,Product_432,Home,BrandA,3241.75,122
PROD_2433,Product_433,Groceries,BrandD,3064.37,45
PROD_2434,Product_434,Fashion,BrandB,758.72,327
PROD_2435,Product_435,Electronics,BrandB,1273.86,27
PROD_2436,Product_436,Home,BrandA,3392.41,231
PROD_2437,Product_437,Home,BrandE,4870.92,389
PROD_2438,Product_438,Electronics,BrandC,951.52,64
PROD_2439,Product_439,Groceries,BrandA,3109.02,371
PROD_2440,Product_440,Beauty,BrandC,2421.87,388
PROD_2441,Product_441,Beauty,BrandC,1764.43,133
PROD_2442,Product_442,Groceries,BrandB,4579.6,435
PROD_2443,Product_443,Fashion,BrandE,4692.5,494
PROD_2444,Product_444,Beauty,BrandC,900.26,330
PROD_2445,Product_445,Groceries,BrandA,3560.95,279
PROD_2446,Product_446,Home,BrandB,3892.84,275
PROD_2447,Product_447,Electronics,BrandC,4623.98,389
PROD_2448,Product_448,Fashion,BrandB,458.37,270
PROD_2449,Product_449,Fashion,BrandB,4666.4,415
PROD_2450,Product_450,Home,BrandA,1307.16,242
PROD_2451,Product_451,Beauty,BrandA,4305.24,358
PROD_2452,Product_452,Fashion,BrandD,4158.19,378
PROD_2453,Product_453,Electronics,BrandC,3988.69,252
PROD_2454,Product_454,Home,BrandB,1539.41,489
PROD_2455,Product_455,Fashion,BrandD,3822.66,360
PROD_2456,Product_456,Home,BrandA,1382.91,174
PROD_2457,Product_457,Beauty,BrandE,1617.83,170
PROD_2458,Product_458,Groceries,BrandB,4104.08,231
PROD_2459,Product_459,Home,BrandE,2963.19,112
PROD_2460,Product_460,Beauty,BrandE,1576.71,106
PROD_2461,Product_461,Fashion,BrandB,3527.88,19
PROD_2462,Product_462,Fashion,BrandD,4302.31,457
PROD_2463,Product_463,Beauty,BrandD,2832.19,195
PROD_2464,Product_464,Fashion,BrandB,1171.6,200
PROD_2465,Product_465,Fashion,BrandC,2940.77,172
PROD_2466,Product_466,Fashion,BrandE,2969.35,388
PROD_2467,Product_467,Beauty,BrandD,3191.43,58
PROD_2468,Product_468,Beauty,BrandB,3925.82,165
PROD_2469,Product_469,Home,BrandA,4906.02,64
PROD_2470,Product_470,Electronics,BrandA,638.65,499
PROD_2471,Product_471,Groceries,BrandB,1038.98,146
PROD_2472,Product_472,Fashion,BrandC,4093.31,498
PROD_2473,Product_473,Electronics,BrandA,2691.82,468
PROD_2474,Product_474,Electronics,BrandC,3753.55,182
PROD_2475,Product_475,Beauty,BrandB,2138.38,420
PROD_2476,Product_476,Beauty,BrandB,4210.39,425
PROD_2477,Product_477,Electronics,BrandE,2163.73,434
PROD_2478,Product_478,Beauty,BrandB,4738.77,131
PROD_2479,Product_479,Home,BrandC,2016.08,158
PROD_2480,Product_480,Home,BrandD,1478.85,341
PROD_2481,Product_481,Groceries,BrandA,599.93,16
PROD_2482,Product_482,Groceries,BrandA,4257.67,287
PROD_2483,Product_483,Groceries,BrandE,4751.88,105
PROD_2484,Product_484,Fashion,BrandD,4482.02,447
PROD_2485,Product_485,Home,BrandC,3823.76,76
PROD_2486,Product_486,Fashion,BrandC,2218.21,85
PROD_2487,Product_487,Home,BrandE,1609.18,195
PROD_2488,Product_488,Electronics,BrandB,1494.38,470
PROD_2489,Product_489,Fashion,BrandD,3821.86,351
PROD_2490,Product_490,Groceries,BrandA,1789.84,457
PROD_2491,Product_491,Home,BrandD,3947.08,179
PROD_2492,Product_492,Groceries,BrandE,4913.16,239
